,UID,Name,Position,Tck R,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp
103,83168295.0,Fábio Vianna,D/WB/AM (L),87.0,12.0,12.0,11.0,10.0,13.0,12.0,11.0,10.0,9.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0,5.0,13.0,9.0,11.0,12.0,14.0,9.0,13.0,11.0,8.0,12.0,14.0,9.0,8.0,12.0,10.0,12.0,8.0,12.0,12.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,12.0,12.0,5.0,5.0,10.0,2.0,12.0,8.0,13.0,13.0
104,29091454.0,Ben Purrington,D/WB (L),75.0,10.0,10.0,10.0,12.0,17.0,10.0,15.0,12.0,14.0,12.0,13.0,11.0,12.0,11.0,16.0,7.0,7.0,8.0,12.0,15.0,11.0,15.0,6.0,10.0,8.0,8.0,10.0,6.0,11.0,6.0,7.0,11.0,11.0,10.0,13.0,11.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,12.0,10.0,3.0,8.0,10.0,3.0,15.0,12.0,17.0,17.0
105,29169513.0,Josh Key,D/WB/M/AM (R),85.0,12.0,13.0,12.0,10.0,13.0,14.0,13.0,8.0,7.0,9.0,9.0,8.0,10.0,9.0,14.0,10.0,9.0,10.0,8.0,10.0,9.0,13.0,9.0,10.0,9.0,7.0,11.0,8.0,9.0,8.0,12.0,7.0,10.0,9.0,8.0,11.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,10.0,13.0,7.0,7.0,12.0,6.0,14.0,12.0,12.0,13.0
106,28106354.0,Demeaco Duhaney,D/WB (R),68.0,13.0,12.0,10.0,11.0,14.0,14.0,12.0,10.0,10.0,9.0,8.0,12.0,11.0,11.0,12.0,12.0,7.0,9.0,11.0,11.0,10.0,12.0,5.0,12.0,12.0,9.0,13.0,8.0,9.0,4.0,6.0,10.0,11.0,7.0,12.0,13.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,13.0,9.0,8.0,10.0,10.0,1.0,9.0,12.0,14.0,15.0
107,4001471.0,Joe Mattock,"D (LC), WB (L)",73.0,8.0,10.0,10.0,12.0,8.0,8.0,12.0,11.0,13.0,12.0,10.0,11.0,12.0,11.0,13.0,9.0,14.0,12.0,12.0,12.0,9.0,12.0,10.0,12.0,11.0,8.0,12.0,8.0,14.0,9.0,9.0,12.0,12.0,7.0,13.0,12.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,13.0,14.0,9.0,12.0,11.0,16.0,13.0,12.0,12.0,11.0
108,61073156.0,James Penrice,"D/WB (L), DM",80.0,13.0,10.0,11.0,9.0,12.0,12.0,12.0,12.0,8.0,11.0,12.0,11.0,11.0,10.0,13.0,6.0,10.0,11.0,11.0,10.0,10.0,14.0,12.0,11.0,11.0,7.0,10.0,13.0,8.0,8.0,3.0,10.0,12.0,7.0,12.0,10.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,12.0,14.0,5.0,6.0,9.0,4.0,9.0,11.0,14.0,14.0
109,37060945.0,Liam van Gelderen,"D (RC), DM",70.0,12.0,10.0,12.0,12.0,9.0,12.0,10.0,11.0,12.0,12.0,12.0,11.0,9.0,10.0,13.0,11.0,11.0,10.0,11.0,9.0,9.0,10.0,7.0,8.0,9.0,8.0,6.0,5.0,15.0,7.0,10.0,13.0,11.0,6.0,12.0,8.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,10.0,20.0,7.0,9.0,8.0,8.0,10.0,8.0,15.0,10.0
110,70091331.0,Erhan Kara,D/WB (L),75.0,13.0,13.0,12.0,7.0,15.0,12.0,14.0,11.0,15.0,10.0,15.0,8.0,11.0,10.0,15.0,7.0,6.0,12.0,9.0,15.0,8.0,15.0,7.0,11.0,12.0,12.0,10.0,12.0,7.0,11.0,12.0,9.0,10.0,10.0,11.0,10.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,10.0,13.0,7.0,13.0,17.0,5.0,15.0,13.0,13.0,14.0
111,38037189.0,Márk Tamás,D (LC),71.0,9.0,11.0,11.0,14.0,12.0,10.0,13.0,13.0,15.0,12.0,11.0,11.0,10.0,10.0,12.0,6.0,14.0,10.0,12.0,12.0,10.0,12.0,8.0,8.0,6.0,8.0,8.0,3.0,11.0,7.0,7.0,12.0,8.0,7.0,12.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,10.0,12.0,2.0,8.0,9.0,5.0,13.0,2.0,17.0,15.0
112,45093051.0,Itsuki Urata,D/WB (L),67.0,14.0,13.0,9.0,9.0,5.0,14.0,14.0,6.0,15.0,10.0,9.0,11.0,12.0,15.0,12.0,8.0,3.0,8.0,9.0,11.0,9.0,12.0,6.0,12.0,8.0,4.0,6.0,3.0,9.0,4.0,5.0,10.0,11.0,7.0,12.0,12.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,9.0,15.0,2.0,8.0,8.0,5.0,11.0,13.0,13.0,15.0
113,19167511.0,Marquinhos Pedroso,D/WB/AM (L),65.0,12.0,13.0,14.0,7.0,14.0,13.0,13.0,11.0,13.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,10.0,12.0,9.0,12.0,12.0,11.0,12.0,12.0,9.0,9.0,11.0,7.0,8.0,9.0,9.0,9.0,11.0,9.0,13.0,12.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,1.0,13.0,12.0,3.0,14.0,11.0,6.0,10.0,7.0,11.0,7.0
114,2000059469.0,Štepán Harazim,"D (RC), WB (R)",73.0,14.0,12.0,10.0,10.0,6.0,11.0,12.0,7.0,5.0,12.0,11.0,10.0,9.0,15.0,7.0,5.0,11.0,9.0,11.0,10.0,4.0,9.0,5.0,12.0,9.0,7.0,8.0,3.0,11.0,6.0,9.0,10.0,11.0,2.0,15.0,10.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,11.0,14.0,7.0,12.0,11.0,11.0,10.0,10.0,18.0,14.0
115,70089590.0,Oğuz Yıldırım,D/WB (R),81.0,15.0,15.0,9.0,9.0,15.0,15.0,14.0,9.0,12.0,8.0,10.0,9.0,13.0,9.0,13.0,10.0,5.0,12.0,8.0,13.0,8.0,13.0,6.0,10.0,12.0,7.0,11.0,6.0,8.0,4.0,10.0,7.0,9.0,7.0,10.0,10.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,11.0,13.0,8.0,9.0,7.0,12.0,10.0,10.0,16.0,20.0
116,71068763.0,Pavlo Polehenko,D/WB (R),65.0,15.0,11.0,10.0,10.0,14.0,14.0,14.0,11.0,5.0,11.0,9.0,10.0,9.0,9.0,11.0,11.0,8.0,10.0,11.0,11.0,6.0,14.0,8.0,13.0,11.0,5.0,10.0,11.0,7.0,7.0,8.0,10.0,9.0,9.0,11.0,11.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,14.0,16.0,5.0,11.0,15.0,13.0,13.0,9.0,14.0,11.0
117,58050926.0,Dmitry Stotskiy,"D (RL), WB/M (R)",79.0,11.0,12.0,12.0,7.0,11.0,11.0,13.0,6.0,10.0,12.0,11.0,11.0,11.0,10.0,12.0,13.0,9.0,10.0,10.0,12.0,10.0,16.0,12.0,10.0,8.0,9.0,12.0,12.0,11.0,11.0,7.0,10.0,12.0,6.0,12.0,11.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,12.0,16.0,5.0,7.0,13.0,5.0,10.0,9.0,17.0,13.0
118,70094110.0,Ercan Coşkun,D (RLC),68.0,14.0,13.0,9.0,8.0,14.0,13.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,8.0,7.0,9.0,11.0,12.0,8.0,11.0,7.0,10.0,12.0,6.0,10.0,7.0,9.0,7.0,11.0,11.0,11.0,5.0,13.0,10.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,13.0,12.0,4.0,8.0,12.0,4.0,13.0,8.0,11.0,11.0
119,70063203.0,Mucahit Albayrak,D (L),75.0,13.0,14.0,12.0,9.0,11.0,11.0,13.0,9.0,11.0,13.0,9.0,11.0,11.0,11.0,7.0,7.0,6.0,12.0,9.0,12.0,11.0,12.0,11.0,14.0,11.0,7.0,13.0,15.0,9.0,11.0,13.0,10.0,11.0,7.0,11.0,13.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,12.0,13.0,8.0,6.0,10.0,8.0,12.0,11.0,11.0,9.0
120,70089729.0,Murat Paluli,D (R),78.0,15.0,15.0,10.0,6.0,13.0,14.0,12.0,10.0,12.0,11.0,11.0,12.0,11.0,11.0,10.0,12.0,4.0,13.0,9.0,13.0,10.0,14.0,10.0,12.0,13.0,5.0,13.0,4.0,7.0,5.0,11.0,7.0,10.0,7.0,10.0,14.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,11.0,12.0,7.0,10.0,9.0,7.0,12.0,12.0,9.0,14.0
121,84151721.0,Sandro Theler,"D/WB (RL), M (L)",77.0,14.0,11.0,6.0,8.0,13.0,11.0,14.0,6.0,13.0,6.0,10.0,12.0,11.0,10.0,10.0,8.0,7.0,11.0,11.0,14.0,9.0,14.0,9.0,11.0,10.0,7.0,11.0,10.0,8.0,5.0,8.0,11.0,9.0,7.0,15.0,11.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,10.0,11.0,8.0,9.0,11.0,11.0,11.0,12.0,10.0,19.0
122,70061129.0,Oğuzhan Berber,D (RL),73.0,12.0,10.0,14.0,7.0,13.0,12.0,12.0,13.0,14.0,9.0,13.0,11.0,13.0,9.0,13.0,11.0,10.0,8.0,11.0,13.0,9.0,12.0,10.0,10.0,11.0,5.0,11.0,5.0,6.0,7.0,11.0,9.0,10.0,7.0,11.0,12.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,12.0,13.0,6.0,10.0,9.0,9.0,10.0,8.0,14.0,14.0
123,28068189.0,Liam Grimshaw,"D/WB (R), DM, M (C)",65.0,9.0,11.0,11.0,10.0,11.0,9.0,16.0,15.0,13.0,12.0,15.0,9.0,10.0,10.0,15.0,5.0,12.0,11.0,14.0,16.0,7.0,18.0,3.0,8.0,11.0,6.0,10.0,3.0,11.0,2.0,4.0,12.0,8.0,5.0,10.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,12.0,14.0,8.0,8.0,11.0,11.0,17.0,14.0,17.0,11.0
124,13134229.0,Kingsley Madu,D/WB (L),68.0,13.0,14.0,9.0,8.0,13.0,14.0,12.0,5.0,15.0,12.0,10.0,9.0,11.0,13.0,12.0,14.0,7.0,7.0,13.0,12.0,14.0,12.0,8.0,12.0,12.0,6.0,11.0,7.0,10.0,5.0,4.0,12.0,15.0,7.0,10.0,12.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,18.0,11.0,8.0,7.0,13.0,8.0,7.0,11.0,19.0,20.0
125,70132416.0,Üzeyir Ergün,D (R),86.0,13.0,12.0,12.0,8.0,14.0,13.0,13.0,13.0,14.0,10.0,13.0,9.0,12.0,10.0,13.0,8.0,7.0,10.0,10.0,14.0,10.0,13.0,8.0,9.0,11.0,6.0,11.0,7.0,8.0,4.0,10.0,11.0,9.0,9.0,11.0,11.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,11.0,13.0,6.0,10.0,12.0,5.0,12.0,12.0,6.0,13.0
126,24049083.0,Luka Šimunović,"D (RC), DM, M (C)",69.0,12.0,10.0,14.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,10.0,12.0,12.0,12.0,13.0,6.0,10.0,7.0,11.0,14.0,10.0,11.0,6.0,4.0,7.0,4.0,10.0,6.0,12.0,8.0,8.0,12.0,12.0,10.0,13.0,9.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,11.0,13.0,5.0,10.0,10.0,8.0,14.0,12.0,12.0,12.0
127,37045870.0,Bram van Vlerken,"D (RC), WB (R)",78.0,10.0,11.0,13.0,7.0,13.0,10.0,14.0,12.0,15.0,13.0,11.0,11.0,9.0,15.0,8.0,5.0,10.0,7.0,11.0,10.0,8.0,10.0,6.0,12.0,9.0,5.0,11.0,2.0,11.0,3.0,8.0,11.0,10.0,9.0,13.0,11.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,12.0,11.0,8.0,13.0,9.0,5.0,13.0,11.0,14.0,11.0
128,18091393.0,Khadim Joher Rassoul,D (LC),73.0,14.0,14.0,11.0,15.0,13.0,13.0,14.0,13.0,13.0,14.0,14.0,12.0,8.0,8.0,10.0,11.0,10.0,7.0,11.0,14.0,6.0,14.0,6.0,8.0,12.0,6.0,9.0,7.0,12.0,7.0,6.0,11.0,11.0,4.0,12.0,12.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,12.0,11.0,9.0,13.0,10.0,11.0,16.0,14.0,15.0,12.0
129,2000162460.0,Mateja Stašević,D/WB (R),75.0,12.0,12.0,11.0,18.0,12.0,12.0,13.0,11.0,11.0,12.0,11.0,12.0,11.0,10.0,16.0,9.0,8.0,9.0,13.0,11.0,10.0,11.0,9.0,9.0,9.0,8.0,10.0,6.0,7.0,6.0,12.0,11.0,12.0,7.0,12.0,12.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,12.0,11.0,6.0,12.0,3.0,11.0,10.0,10.0,13.0,12.0
130,55045964.0,Joel Ferreira,"D (RL), WB (L)",73.0,11.0,12.0,11.0,10.0,11.0,11.0,13.0,12.0,10.0,12.0,12.0,12.0,12.0,11.0,14.0,7.0,7.0,8.0,11.0,12.0,10.0,13.0,6.0,10.0,9.0,5.0,10.0,7.0,11.0,5.0,8.0,13.0,10.0,4.0,13.0,10.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,12.0,14.0,7.0,10.0,11.0,12.0,16.0,16.0,14.0,15.0
131,37059656.0,Jamal Amofa,"D (RLC), WB (L), DM",83.0,11.0,11.0,13.0,11.0,12.0,11.0,10.0,12.0,8.0,11.0,13.0,12.0,12.0,15.0,12.0,5.0,8.0,9.0,8.0,11.0,11.0,13.0,5.0,12.0,8.0,2.0,10.0,3.0,10.0,9.0,11.0,7.0,11.0,7.0,12.0,9.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,12.0,11.0,7.0,12.0,13.0,5.0,9.0,10.0,15.0,19.0
132,25019903.0,Martin Sladký,"D (R), DM",80.0,12.0,12.0,11.0,10.0,12.0,11.0,13.0,12.0,6.0,11.0,10.0,12.0,13.0,12.0,9.0,13.0,12.0,11.0,13.0,15.0,11.0,13.0,4.0,10.0,10.0,10.0,11.0,3.0,10.0,9.0,9.0,11.0,11.0,6.0,10.0,10.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,9.0,11.0,7.0,6.0,13.0,8.0,12.0,10.0,15.0,16.0
133,12081699.0,Abou Dosso,"D (RL), WB (L)",71.0,12.0,13.0,7.0,8.0,15.0,13.0,15.0,7.0,11.0,9.0,11.0,10.0,13.0,10.0,16.0,5.0,6.0,9.0,11.0,10.0,8.0,10.0,10.0,14.0,9.0,3.0,10.0,11.0,9.0,9.0,9.0,11.0,11.0,4.0,15.0,11.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,12.0,12.0,2.0,11.0,9.0,6.0,11.0,9.0,14.0,20.0
134,27109702.0,Jeppe Simonsen,"D (RLC), WB (RL)",72.0,13.0,14.0,12.0,12.0,12.0,13.0,10.0,12.0,10.0,10.0,10.0,11.0,10.0,11.0,5.0,12.0,6.0,10.0,10.0,11.0,10.0,12.0,7.0,11.0,9.0,10.0,10.0,5.0,11.0,10.0,5.0,11.0,11.0,6.0,11.0,12.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,11.0,11.0,8.0,9.0,10.0,10.0,13.0,11.0,16.0,17.0
135,16191241.0,Felix Seiwald,D/WB (L),69.0,12.0,11.0,12.0,15.0,12.0,14.0,13.0,14.0,9.0,10.0,10.0,11.0,9.0,10.0,13.0,9.0,7.0,10.0,14.0,13.0,10.0,13.0,4.0,8.0,8.0,6.0,9.0,2.0,10.0,8.0,6.0,10.0,8.0,3.0,11.0,11.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,11.0,9.0,4.0,5.0,6.0,11.0,10.0,12.0,4.0,12.0
136,33012453.0,Albin Granlund,"D (RLC), WB (R)",72.0,11.0,10.0,11.0,9.0,13.0,10.0,16.0,10.0,8.0,12.0,13.0,12.0,12.0,12.0,14.0,6.0,7.0,11.0,12.0,14.0,10.0,14.0,6.0,10.0,7.0,5.0,9.0,5.0,9.0,6.0,9.0,12.0,10.0,5.0,10.0,9.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,11.0,15.0,4.0,5.0,9.0,14.0,15.0,14.0,17.0,16.0
137,37077907.0,Nathan Tjoe-a-On,"D (LC), WB (L), DM",76.0,11.0,12.0,12.0,13.0,11.0,11.0,11.0,10.0,12.0,10.0,11.0,11.0,11.0,12.0,14.0,5.0,9.0,10.0,11.0,13.0,10.0,13.0,7.0,10.0,7.0,3.0,10.0,10.0,12.0,12.0,8.0,12.0,11.0,3.0,11.0,10.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,14.0,11.0,3.0,11.0,15.0,9.0,14.0,13.0,15.0,12.0
138,25022166.0,Martin Hála,"D (RL), WB (R)",83.0,15.0,12.0,11.0,8.0,13.0,14.0,13.0,8.0,12.0,10.0,7.0,12.0,7.0,10.0,13.0,9.0,7.0,13.0,12.0,12.0,11.0,14.0,4.0,10.0,12.0,7.0,12.0,4.0,7.0,7.0,13.0,11.0,9.0,5.0,10.0,10.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,13.0,12.0,10.0,10.0,10.0,10.0,12.0,12.0,14.0,9.0
139,57149860.0,Andrei Dragu,D/WB/AM (L),84.0,12.0,11.0,10.0,9.0,10.0,11.0,11.0,15.0,8.0,12.0,12.0,12.0,12.0,12.0,10.0,9.0,6.0,9.0,12.0,10.0,9.0,11.0,5.0,9.0,7.0,6.0,11.0,7.0,12.0,8.0,6.0,12.0,9.0,5.0,14.0,12.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,10.0,9.0,5.0,8.0,7.0,10.0,11.0,2.0,9.0,10.0
140,63025711.0,Andrej Kadlec,D/WB (R),77.0,12.0,11.0,10.0,9.0,5.0,13.0,12.0,12.0,5.0,12.0,10.0,10.0,11.0,12.0,10.0,6.0,6.0,9.0,13.0,11.0,12.0,12.0,8.0,13.0,12.0,7.0,10.0,4.0,8.0,9.0,10.0,11.0,12.0,7.0,11.0,9.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,13.0,12.0,6.0,10.0,12.0,11.0,13.0,9.0,12.0,17.0
141,62052364.0,Nikola Ćirković,D/WB (R),60.0,12.0,11.0,12.0,14.0,11.0,12.0,15.0,13.0,14.0,11.0,13.0,10.0,11.0,11.0,13.0,10.0,9.0,12.0,10.0,11.0,10.0,11.0,7.0,11.0,11.0,7.0,10.0,8.0,9.0,8.0,8.0,10.0,11.0,9.0,11.0,11.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,12.0,15.0,9.0,9.0,12.0,9.0,12.0,12.0,16.0,12.0
142,84152016.0,Patrick Sutter,D/WB/M/AM (R),69.0,13.0,13.0,10.0,5.0,13.0,13.0,12.0,5.0,13.0,9.0,12.0,10.0,12.0,11.0,9.0,9.0,8.0,12.0,9.0,13.0,10.0,14.0,9.0,11.0,11.0,5.0,11.0,6.0,7.0,7.0,11.0,8.0,11.0,8.0,10.0,12.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,10.0,12.0,3.0,6.0,14.0,12.0,10.0,13.0,17.0,14.0
143,61006895.0,Craig Forsyth,"D (LC), WB (L)",79.0,8.0,9.0,10.0,13.0,17.0,9.0,8.0,9.0,10.0,12.0,12.0,12.0,11.0,12.0,13.0,4.0,14.0,11.0,13.0,14.0,10.0,14.0,8.0,14.0,11.0,8.0,11.0,9.0,12.0,8.0,12.0,12.0,11.0,8.0,14.0,12.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,10.0,14.0,7.0,6.0,13.0,7.0,12.0,13.0,13.0,11.0
144,53114434.0,Vegard Kongsro,D/WB (L),83.0,11.0,12.0,10.0,12.0,14.0,12.0,14.0,12.0,13.0,12.0,14.0,10.0,11.0,12.0,12.0,6.0,12.0,9.0,12.0,12.0,8.0,14.0,11.0,10.0,7.0,5.0,10.0,10.0,10.0,6.0,14.0,12.0,13.0,5.0,14.0,10.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,13.0,13.0,4.0,4.0,10.0,4.0,13.0,12.0,12.0,13.0
145,85069712.0,Brandon Agounon,D/WB/M (R),83.0,13.0,13.0,12.0,11.0,14.0,14.0,13.0,10.0,13.0,12.0,12.0,11.0,9.0,10.0,11.0,11.0,7.0,13.0,9.0,11.0,12.0,12.0,6.0,12.0,12.0,6.0,12.0,5.0,9.0,6.0,5.0,12.0,12.0,8.0,11.0,12.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,10.0,13.0,8.0,8.0,13.0,6.0,12.0,10.0,14.0,8.0
146,16096667.0,Alexander Joppich,D (L),72.0,15.0,12.0,9.0,9.0,10.0,15.0,12.0,9.0,8.0,10.0,10.0,10.0,12.0,10.0,11.0,8.0,11.0,8.0,13.0,11.0,10.0,13.0,8.0,7.0,8.0,6.0,11.0,8.0,12.0,9.0,9.0,13.0,13.0,9.0,13.0,9.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,9.0,9.0,7.0,8.0,9.0,8.0,11.0,13.0,10.0,12.0
147,20028883.0,Adama Mbengué,"D (LC), WB/M/AM (L)",83.0,14.0,12.0,13.0,11.0,14.0,13.0,14.0,11.0,7.0,10.0,9.0,11.0,10.0,11.0,3.0,12.0,7.0,10.0,10.0,11.0,10.0,13.0,11.0,12.0,10.0,7.0,11.0,6.0,8.0,7.0,10.0,9.0,10.0,11.0,12.0,10.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,11.0,13.0,2.0,5.0,12.0,9.0,11.0,12.0,13.0,18.0
148,19088884.0,Bebeto,D/WB (R),79.0,12.0,11.0,12.0,7.0,14.0,12.0,11.0,10.0,14.0,12.0,12.0,12.0,12.0,11.0,15.0,10.0,11.0,12.0,9.0,14.0,11.0,14.0,9.0,9.0,11.0,8.0,12.0,12.0,9.0,9.0,10.0,11.0,12.0,8.0,14.0,12.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,14.0,13.0,5.0,8.0,14.0,5.0,13.0,13.0,13.0,14.0
149,28104007.0,Darnell Johnson,D (RC),65.0,14.0,10.0,13.0,13.0,18.0,15.0,14.0,15.0,10.0,10.0,10.0,10.0,9.0,10.0,17.0,5.0,12.0,10.0,12.0,10.0,6.0,14.0,8.0,9.0,6.0,4.0,6.0,3.0,12.0,6.0,8.0,12.0,9.0,5.0,11.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,12.0,14.0,4.0,8.0,14.0,9.0,17.0,16.0,6.0,15.0
150,29125336.0,Cameron Borthwick-Jackson,"D (LC), WB (L), DM, M (C)",75.0,12.0,12.0,11.0,11.0,12.0,12.0,13.0,11.0,7.0,11.0,9.0,12.0,11.0,12.0,8.0,6.0,9.0,8.0,12.0,11.0,10.0,12.0,7.0,10.0,8.0,8.0,12.0,7.0,9.0,7.0,8.0,10.0,11.0,8.0,11.0,12.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,10.0,12.0,12.0,11.0,11.0,8.0,8.0,14.0,15.0,15.0
151,84153583.0,Marcin Dickenmann,D/WB (R),63.0,12.0,11.0,12.0,7.0,13.0,13.0,13.0,11.0,14.0,13.0,14.0,11.0,12.0,12.0,5.0,7.0,8.0,8.0,11.0,14.0,8.0,14.0,5.0,10.0,8.0,5.0,10.0,6.0,8.0,6.0,10.0,12.0,11.0,8.0,12.0,10.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,11.0,11.0,3.0,9.0,11.0,10.0,12.0,11.0,12.0,20.0
152,25055281.0,Michal Surzyn,"D (RL), WB (R)",64.0,13.0,12.0,11.0,11.0,12.0,14.0,12.0,11.0,11.0,8.0,11.0,12.0,9.0,9.0,8.0,7.0,15.0,9.0,9.0,11.0,8.0,12.0,12.0,12.0,10.0,8.0,10.0,12.0,11.0,9.0,10.0,11.0,10.0,4.0,12.0,11.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,11.0,12.0,4.0,10.0,11.0,6.0,13.0,11.0,14.0,11.0
153,18052173.0,Tracy Mpati,D/WB (R),86.0,14.0,12.0,7.0,8.0,13.0,14.0,10.0,6.0,15.0,11.0,13.0,12.0,13.0,11.0,11.0,12.0,12.0,11.0,11.0,14.0,8.0,13.0,11.0,12.0,10.0,6.0,12.0,9.0,9.0,10.0,10.0,13.0,9.0,7.0,13.0,12.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,12.0,14.0,6.0,10.0,9.0,5.0,10.0,12.0,14.0,19.0
154,19069449.0,Samuel Santos,D/WB (R),63.0,13.0,12.0,9.0,7.0,12.0,13.0,14.0,9.0,13.0,12.0,13.0,9.0,12.0,10.0,13.0,10.0,8.0,10.0,10.0,12.0,9.0,12.0,9.0,12.0,11.0,10.0,12.0,8.0,7.0,7.0,12.0,12.0,12.0,11.0,11.0,11.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,10.0,13.0,5.0,5.0,13.0,5.0,13.0,9.0,13.0,11.0
155,29103699.0,Brendan Galloway,D (LC),70.0,12.0,12.0,12.0,12.0,14.0,12.0,13.0,12.0,10.0,13.0,12.0,13.0,9.0,10.0,15.0,8.0,9.0,11.0,10.0,10.0,9.0,12.0,5.0,10.0,11.0,6.0,11.0,6.0,12.0,6.0,10.0,12.0,12.0,7.0,12.0,12.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,14.0,11.0,3.0,8.0,11.0,10.0,14.0,12.0,15.0,12.0
