UID,Name,Position,Conv %,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
96122116,Maciej Rosołek,"AM (RL), ST (C)",14%,13,12,12,9,12,13,13,9,10,13,15,11,10,10,15,10,12,12,7,12,9,14,6,9,10,13,9,8,13,7,6,7,11,12,6,12,3,4,2,2,1,3,1,3,2,2,3,13,12,8,8,13,2,12,12,10,7,- -  -,
2000061951,Vladimir Trabalik,ST (C),12%,12,8,7,8,12,11,8,7,8,9,4,13,4,7,6,14,2,13,7,6,7,7,6,2,13,13,13,1,13,6,4,3,3,7,1,9,2,1,3,1,2,1,3,2,3,1,2,10,10,3,7,2,15,11,9,11,19,- -  -,Inj
25062514,Lukáš Hrdlička,ST (C),11%,13,13,7,6,10,13,5,7,5,13,5,9,7,11,12,12,1,13,7,6,7,7,2,5,12,13,13,5,10,4,1,6,7,9,3,12,3,1,1,1,1,2,2,4,3,1,3,12,11,4,15,4,6,10,12,12,11,- -  -,
37079090,Jaden Montnor,ST (C),16%,14,9,8,11,14,13,7,10,6,12,3,9,8,12,7,10,8,14,6,8,7,8,8,5,14,13,10,6,13,4,3,5,9,5,2,10,3,1,3,2,3,2,2,1,1,1,2,13,20,6,6,6,5,11,13,10,12,- -  -,
37079095,Yusuf Barasi,"AM (L), ST (C)",14%,13,14,12,9,12,12,11,11,7,13,6,12,10,11,13,13,7,13,4,8,9,9,5,8,12,12,13,5,10,10,3,5,11,14,4,12,2,3,1,1,1,2,2,3,1,2,2,12,11,7,5,12,2,11,11,6,11,- -  -,Inj
2000058678,Timotej Jambor,ST (C),5%,13,11,7,8,9,12,13,9,12,11,6,9,3,12,9,11,13,13,6,7,7,8,7,4,12,14,14,7,10,6,1,5,8,9,1,11,2,3,2,1,2,1,2,1,1,3,3,10,15,5,5,6,12,10,10,9,18,- -  -,
2000065840,Lucas Copado,ST (C),20%,12,14,8,12,14,13,12,7,7,13,10,12,8,10,13,14,5,14,4,10,11,9,5,8,13,12,12,5,11,7,1,4,10,13,3,12,1,2,1,2,4,1,2,1,4,1,1,14,11,10,2,7,8,10,12,10,14,- -  -,Loa
84156560,Bradley Fink,ST (C),15%,12,12,13,15,14,13,11,13,7,11,12,12,10,9,16,12,5,13,5,12,8,12,6,7,10,13,11,5,12,7,4,5,10,14,5,11,3,2,2,2,1,2,1,3,3,3,1,14,16,8,5,6,6,14,11,12,13,- -  -,
25062421,Pavel Osmančík,ST (C),14%,13,13,10,8,11,13,10,11,11,14,11,11,11,12,18,10,9,11,11,11,9,9,9,9,12,8,9,9,7,8,8,6,13,10,6,13,2,3,1,3,3,2,2,2,2,2,2,11,16,1,7,3,8,10,10,8,11,- -  -,
84151682,Tician Tushi,"AM (L), ST (C)",15%,12,12,13,9,12,13,13,12,13,13,12,12,11,12,12,12,7,13,6,13,12,12,8,8,12,12,13,8,11,9,6,6,12,13,5,13,1,1,4,1,2,2,3,2,1,3,2,11,10,8,7,11,5,13,10,11,10,- -  -,
27148085,Christian Rasmussen,"M/AM (RC), ST (C)",10%,13,12,12,10,15,13,11,9,8,11,11,6,10,11,12,14,5,12,5,14,13,13,9,12,13,7,13,13,9,11,9,5,12,13,5,14,2,2,1,3,4,1,2,2,2,3,3,12,13,1,14,8,6,12,9,11,18,- -  -,
2000196130,Nick Elias Meier,"M (C), AM (RC)",50%,12,11,12,9,11,12,11,9,13,11,5,8,5,10,14,11,9,11,6,8,12,12,10,9,12,10,12,11,9,11,6,6,12,4,6,13,2,1,3,3,1,1,3,1,1,2,3,9,9,4,10,14,9,14,12,13,19,- -  -,
63038599,Matej Franko,ST (C),50%,14,10,7,10,14,11,6,9,12,9,4,9,7,8,14,11,13,12,5,4,3,7,7,5,10,13,11,4,9,8,1,5,3,5,1,7,2,3,2,1,4,2,1,3,2,1,2,12,9,5,10,14,13,12,11,13,19,- -  -,
29218157,Chinonso Emeka,ST (C),6%,14,13,7,8,9,13,12,8,7,8,8,13,8,10,18,12,5,14,6,6,5,7,7,2,11,11,12,6,14,8,3,6,8,9,5,12,3,3,1,2,2,1,3,1,3,1,2,11,18,7,6,12,6,11,9,9,16,- -  -,
2000147360,Libor Bobčík,ST (C),19%,8,10,7,5,15,11,6,9,5,10,4,10,6,13,5,8,12,14,5,6,7,7,7,4,12,12,12,7,14,9,5,4,8,3,3,8,2,2,4,3,3,2,4,3,2,2,3,11,11,5,5,10,5,11,11,11,16,- -  -,
2000171036,Samuel Unsöld,ST (C),13%,12,12,10,12,12,13,10,12,13,11,8,11,8,9,12,11,3,13,6,12,12,11,12,8,12,13,12,12,13,10,3,4,12,12,5,13,3,1,4,3,2,1,2,3,2,2,2,12,11,3,7,6,9,12,11,8,11,- -  -,Loa
19364222,Giovanni,AM (RLC),10%,12,14,12,6,7,12,11,9,11,12,5,8,11,11,13,14,6,12,6,12,11,8,11,11,11,10,13,9,7,12,8,6,13,6,6,13,3,2,1,2,2,2,3,2,3,3,3,12,7,1,6,4,8,13,9,12,11,- -  -,
83224324,Taofiq Jibril,"AM (RL), ST (C)",29%,13,10,11,7,10,12,12,12,12,13,11,12,10,12,3,5,14,9,5,7,10,13,9,9,11,14,9,9,10,7,9,5,10,10,6,11,1,1,1,2,2,1,1,1,3,3,3,8,15,6,6,11,3,12,13,11,18,- -  -,
91138280,Leroy Sané,"M (RL), AM (RLC)",13%,17,16,14,10,15,18,13,11,13,16,10,14,12,14,11,16,4,15,8,11,15,9,14,14,18,14,15,16,7,17,3,7,14,11,8,17,1,1,1,2,1,2,1,2,3,2,1,16,13,13,4,14,6,11,9,13,7,- -  -,
2000074825,Youssoufa Moukoko,ST (C),19%,17,16,14,7,15,15,11,12,13,13,11,15,11,9,14,15,6,11,8,11,9,13,12,12,16,16,15,12,7,12,3,6,12,9,5,16,1,3,1,1,2,2,2,2,2,4,3,18,8,8,8,15,12,16,15,10,18,- -  -,Loa
43372959,Ammar Ramadan,"AM (RLC), ST (C)",17%,12,13,12,6,12,12,10,5,5,11,6,10,11,12,15,13,2,10,9,9,12,9,10,8,15,9,14,12,5,8,10,3,12,9,4,13,1,2,1,3,3,3,2,1,1,2,3,12,12,2,11,4,10,15,9,11,15,- -  -,
37087093,Delano Gouda,ST (C),11%,13,11,12,13,14,8,8,7,8,10,4,12,7,13,14,12,7,13,4,7,9,8,6,7,11,14,11,6,13,8,3,6,9,7,3,8,2,1,3,2,3,3,1,3,3,1,3,11,18,2,6,14,6,8,8,12,11,- -  -,
2000068162,Jan Ciućka,ST (C),14%,11,10,9,9,11,12,11,8,10,11,12,11,9,11,13,10,6,12,6,8,6,13,6,8,10,12,9,6,10,8,3,4,8,9,6,10,2,1,1,1,1,3,2,3,3,3,3,13,10,7,8,6,12,12,11,9,7,- -  -,
37086853,Mexx Meerdink,ST (C),4%,10,14,14,12,9,13,12,7,15,13,13,11,9,9,14,9,5,12,11,10,8,15,7,11,13,10,14,10,13,11,8,9,11,9,5,12,1,3,3,1,2,3,3,1,2,1,3,12,10,8,5,15,12,12,10,10,10,- -  -,
2000082836,Ali-Abubakar Torfiq,ST (C),13%,13,7,6,7,9,11,6,8,7,13,3,10,7,8,13,9,4,12,7,6,4,4,6,3,13,13,11,6,13,8,6,5,7,6,4,6,1,2,3,3,2,3,3,3,1,1,2,12,11,6,13,3,12,13,11,12,20,- -  -,Inj
37072840,Ibrahim Cissoko,"AM (L), ST (C)",40%,14,13,11,9,12,14,12,11,13,11,12,11,8,14,12,12,8,12,5,11,9,13,9,10,13,12,12,10,13,10,8,5,8,8,5,12,1,2,3,2,3,3,1,2,3,3,1,9,13,3,5,8,6,9,11,11,16,- -  -,
2000105956,Johan N'Ganzadi,"M (R), AM (RL), ST (C)",13%,12,14,11,6,15,12,10,14,15,11,8,8,8,10,18,13,12,11,7,11,9,11,10,11,13,11,14,8,10,10,10,5,13,7,9,15,1,2,3,2,2,2,1,3,1,2,1,12,12,8,12,7,5,11,12,9,13,- -  -,Inj
96158732,Wiktor Kamiński,ST (C),23%,13,13,12,9,14,14,11,9,7,12,9,14,9,14,12,13,6,12,7,12,9,13,6,8,13,13,12,7,10,7,4,4,9,12,5,12,4,2,2,1,3,2,4,1,1,3,2,14,12,5,6,12,2,13,10,9,8,- -  -,
