,UID,Name,Position,Con/90,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
1125,28110176.0,Nathan Trott,GK,0.97,12.0,12.0,11.0,12.0,11.0,11.0,7.0,11.0,9.0,13.0,11.0,9.0,12.0,14.0,6.0,1.0,14.0,3.0,15.0,10.0,8.0,7.0,4.0,2.0,3.0,1.0,4.0,6.0,2.0,2.0,2.0,3.0,11.0,2.0,3.0,7.0,14.0,11.0,9.0,5.0,13.0,10.0,13.0,6.0,12.0,5.0,10.0
1126,16024019.0,Samuel Sahin-Radlinger,GK,1.17,9.0,12.0,12.0,18.0,12.0,10.0,11.0,12.0,8.0,13.0,12.0,13.0,11.0,10.0,11.0,1.0,8.0,12.0,11.0,15.0,9.0,12.0,2.0,4.0,3.0,3.0,11.0,4.0,8.0,5.0,15.0,5.0,13.0,5.0,6.0,11.0,16.0,11.0,12.0,14.0,11.0,13.0,12.0,13.0,13.0,15.0,15.0
1127,2002084121.0,Chris Disley,GK,1.26,11.0,8.0,8.0,13.0,9.0,9.0,3.0,3.0,10.0,5.0,8.0,4.0,10.0,5.0,13.0,1.0,8.0,3.0,5.0,6.0,8.0,7.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,5.0,1.0,3.0,3.0,11.0,7.0,5.0,7.0,10.0,5.0,5.0,6.0,6.0,6.0,5.0
1128,67181753.0,Sergio Herrera,GK,1.29,10.0,13.0,9.0,13.0,13.0,10.0,13.0,13.0,10.0,13.0,12.0,12.0,14.0,12.0,15.0,5.0,11.0,3.0,12.0,13.0,9.0,12.0,5.0,1.0,3.0,3.0,11.0,7.0,3.0,2.0,1.0,3.0,11.0,1.0,3.0,9.0,13.0,13.0,14.0,13.0,14.0,11.0,15.0,11.0,16.0,12.0,13.0
1129,29139716.0,Luke Southwood,GK,0.94,9.0,16.0,12.0,12.0,11.0,8.0,8.0,6.0,5.0,11.0,8.0,9.0,10.0,10.0,5.0,2.0,12.0,2.0,12.0,11.0,10.0,10.0,2.0,1.0,1.0,3.0,10.0,6.0,5.0,1.0,3.0,1.0,10.0,3.0,1.0,8.0,14.0,10.0,9.0,7.0,14.0,12.0,15.0,4.0,13.0,16.0,13.0
1130,2000184615.0,Luke Campbell,GK,0.91,8.0,8.0,10.0,6.0,10.0,8.0,3.0,4.0,6.0,9.0,8.0,10.0,9.0,11.0,3.0,2.0,10.0,3.0,8.0,6.0,7.0,4.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,3.0,9.0,1.0,1.0,4.0,14.0,12.0,9.0,5.0,14.0,10.0,9.0,5.0,12.0,6.0,9.0
1131,95032190.0,Max Dearnley,GK,1.12,10.0,11.0,9.0,15.0,9.0,11.0,5.0,6.0,6.0,11.0,5.0,10.0,10.0,7.0,16.0,8.0,11.0,9.0,9.0,9.0,12.0,9.0,1.0,2.0,1.0,2.0,6.0,5.0,6.0,2.0,3.0,3.0,5.0,1.0,2.0,5.0,15.0,6.0,13.0,5.0,10.0,10.0,8.0,5.0,10.0,9.0,6.0
1132,61045056.0,Alastair Worby,GK,1.57,6.0,8.0,8.0,8.0,11.0,5.0,8.0,7.0,1.0,8.0,10.0,6.0,9.0,9.0,14.0,3.0,9.0,2.0,9.0,8.0,3.0,5.0,3.0,1.0,2.0,2.0,7.0,7.0,3.0,2.0,1.0,1.0,8.0,3.0,1.0,6.0,9.0,9.0,12.0,3.0,10.0,7.0,9.0,1.0,10.0,4.0,9.0
1133,16023826.0,Manuel Kuttin,GK,1.4,10.0,10.0,14.0,16.0,16.0,13.0,14.0,14.0,9.0,9.0,14.0,11.0,11.0,10.0,13.0,7.0,10.0,1.0,15.0,13.0,10.0,13.0,3.0,5.0,6.0,2.0,11.0,5.0,8.0,8.0,13.0,5.0,10.0,5.0,6.0,9.0,16.0,12.0,13.0,8.0,12.0,11.0,13.0,12.0,13.0,12.0,14.0
1134,29210285.0,George Wickens,GK,1.01,10.0,12.0,12.0,16.0,14.0,10.0,10.0,11.0,13.0,10.0,12.0,12.0,9.0,9.0,17.0,12.0,7.0,8.0,10.0,10.0,12.0,12.0,5.0,1.0,1.0,1.0,10.0,8.0,7.0,3.0,3.0,2.0,10.0,3.0,1.0,10.0,17.0,11.0,12.0,15.0,12.0,15.0,12.0,11.0,13.0,18.0,9.0
1135,5666269.0,Hugo González,GK,1.02,11.0,10.0,8.0,13.0,12.0,11.0,5.0,6.0,9.0,15.0,15.0,14.0,14.0,12.0,14.0,2.0,11.0,13.0,15.0,13.0,12.0,12.0,5.0,2.0,1.0,1.0,5.0,7.0,3.0,3.0,14.0,1.0,13.0,4.0,2.0,7.0,14.0,13.0,12.0,5.0,11.0,11.0,13.0,11.0,14.0,11.0,14.0
1136,29036192.0,Mitch Walker,GK,0.99,4.0,8.0,6.0,11.0,14.0,4.0,7.0,6.0,6.0,10.0,8.0,11.0,10.0,8.0,15.0,3.0,12.0,9.0,7.0,9.0,5.0,11.0,2.0,1.0,2.0,2.0,5.0,6.0,3.0,1.0,2.0,2.0,5.0,4.0,2.0,4.0,11.0,11.0,8.0,3.0,10.0,8.0,13.0,14.0,15.0,8.0,9.0
1137,29174499.0,Thomas McGill,GK,0.96,10.0,12.0,10.0,13.0,18.0,11.0,14.0,9.0,15.0,9.0,13.0,10.0,10.0,10.0,17.0,2.0,9.0,2.0,10.0,9.0,9.0,10.0,4.0,3.0,2.0,1.0,8.0,7.0,7.0,1.0,3.0,1.0,11.0,3.0,1.0,9.0,13.0,11.0,12.0,4.0,12.0,13.0,13.0,11.0,13.0,8.0,10.0
1138,2002094051.0,Sebastian Skogvold,GK,1.34,13.0,14.0,10.0,13.0,7.0,9.0,11.0,9.0,15.0,11.0,12.0,12.0,14.0,14.0,16.0,1.0,15.0,3.0,11.0,9.0,13.0,7.0,3.0,1.0,1.0,3.0,5.0,7.0,1.0,1.0,2.0,2.0,12.0,1.0,1.0,8.0,10.0,13.0,8.0,2.0,10.0,14.0,13.0,9.0,14.0,7.0,11.0
1139,2000015309.0,Mikki van Sas,GK,0.95,14.0,12.0,12.0,12.0,16.0,12.0,8.0,11.0,10.0,12.0,12.0,14.0,10.0,10.0,16.0,3.0,12.0,1.0,12.0,6.0,9.0,8.0,3.0,3.0,10.0,2.0,11.0,6.0,1.0,2.0,2.0,1.0,13.0,3.0,2.0,12.0,14.0,13.0,12.0,6.0,14.0,12.0,14.0,7.0,14.0,7.0,15.0
1140,19190112.0,Jordi,GK,1.22,10.0,12.0,9.0,13.0,15.0,9.0,6.0,10.0,5.0,13.0,10.0,12.0,12.0,12.0,7.0,3.0,10.0,2.0,11.0,11.0,9.0,12.0,3.0,1.0,2.0,3.0,12.0,7.0,7.0,2.0,3.0,2.0,7.0,3.0,1.0,12.0,11.0,12.0,10.0,7.0,10.0,7.0,12.0,16.0,16.0,11.0,11.0
1141,28047905.0,Lee Burge,GK,1.06,9.0,12.0,10.0,12.0,13.0,9.0,9.0,10.0,4.0,11.0,12.0,10.0,11.0,10.0,13.0,6.0,6.0,9.0,12.0,9.0,5.0,10.0,4.0,1.0,3.0,1.0,12.0,6.0,8.0,3.0,3.0,1.0,12.0,1.0,2.0,8.0,13.0,10.0,10.0,5.0,12.0,10.0,14.0,7.0,14.0,12.0,12.0
1142,2002080989.0,David Donnelly,GK,0.97,5.0,15.0,15.0,12.0,12.0,5.0,6.0,9.0,12.0,8.0,14.0,5.0,12.0,11.0,14.0,3.0,9.0,2.0,13.0,5.0,10.0,6.0,3.0,2.0,3.0,1.0,8.0,5.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,10.0,12.0,9.0,9.0,2.0,13.0,12.0,11.0,13.0,10.0,11.0,11.0
1143,39029824.0,Rúnar Alex Rúnarsson,GK,1.13,10.0,15.0,9.0,12.0,12.0,9.0,12.0,11.0,11.0,13.0,12.0,9.0,12.0,11.0,10.0,2.0,10.0,1.0,12.0,12.0,9.0,11.0,3.0,3.0,2.0,1.0,10.0,6.0,6.0,1.0,1.0,3.0,10.0,1.0,1.0,6.0,12.0,11.0,12.0,9.0,13.0,11.0,13.0,10.0,15.0,10.0,13.0
1144,29243918.0,Jack Berman,GK,1.23,11.0,5.0,8.0,7.0,9.0,8.0,3.0,12.0,8.0,6.0,15.0,6.0,11.0,12.0,5.0,1.0,12.0,1.0,6.0,6.0,6.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,9.0,3.0,1.0,3.0,12.0,6.0,8.0,5.0,13.0,12.0,9.0,12.0,9.0,5.0,8.0
1145,29236148.0,Jameson Horlick,GK,0.88,12.0,14.0,9.0,14.0,18.0,12.0,1.0,8.0,8.0,8.0,11.0,11.0,12.0,13.0,15.0,3.0,8.0,1.0,11.0,6.0,6.0,4.0,4.0,2.0,2.0,3.0,1.0,7.0,1.0,2.0,2.0,1.0,5.0,1.0,3.0,2.0,13.0,10.0,7.0,5.0,8.0,11.0,11.0,8.0,5.0,5.0,7.0
1146,91136179.0,Jannik Huth,GK,1.28,12.0,12.0,13.0,12.0,15.0,9.0,9.0,13.0,10.0,14.0,12.0,15.0,13.0,12.0,14.0,1.0,8.0,3.0,11.0,14.0,8.0,11.0,2.0,2.0,2.0,2.0,9.0,7.0,6.0,3.0,2.0,3.0,12.0,5.0,2.0,11.0,12.0,12.0,12.0,12.0,13.0,12.0,13.0,10.0,13.0,17.0,15.0
1147,24024493.0,Simon Sluga,GK,1.19,11.0,12.0,13.0,15.0,12.0,11.0,11.0,12.0,12.0,12.0,12.0,8.0,11.0,12.0,15.0,2.0,11.0,2.0,13.0,12.0,8.0,13.0,5.0,1.0,3.0,2.0,10.0,6.0,8.0,2.0,2.0,1.0,12.0,3.0,2.0,9.0,13.0,12.0,12.0,16.0,13.0,13.0,14.0,15.0,15.0,15.0,12.0
1148,28106526.0,Brad House,GK,1.1,8.0,12.0,10.0,13.0,8.0,8.0,7.0,10.0,8.0,9.0,12.0,10.0,8.0,9.0,11.0,4.0,9.0,2.0,11.0,10.0,9.0,8.0,3.0,3.0,3.0,1.0,8.0,4.0,7.0,1.0,2.0,1.0,8.0,2.0,1.0,7.0,14.0,10.0,10.0,7.0,11.0,13.0,10.0,11.0,13.0,8.0,10.0
1149,67159151.0,Gianfranco Gazzaniga,GK,1.21,12.0,14.0,9.0,12.0,7.0,14.0,9.0,6.0,7.0,12.0,12.0,10.0,6.0,13.0,5.0,1.0,12.0,3.0,12.0,10.0,10.0,8.0,3.0,3.0,2.0,1.0,5.0,6.0,1.0,2.0,2.0,2.0,13.0,3.0,3.0,5.0,11.0,13.0,12.0,14.0,10.0,11.0,13.0,4.0,13.0,5.0,14.0
1150,2000046214.0,Tommy Setford,GK,1.37,13.0,13.0,13.0,13.0,12.0,12.0,6.0,11.0,6.0,13.0,15.0,7.0,12.0,14.0,14.0,2.0,10.0,2.0,12.0,8.0,9.0,6.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,3.0,1.0,1.0,9.0,1.0,3.0,7.0,11.0,12.0,7.0,5.0,10.0,13.0,13.0,8.0,14.0,6.0,15.0
1151,2000141032.0,Matthew Laycock,GK,1.08,9.0,11.0,8.0,11.0,8.0,9.0,11.0,12.0,5.0,8.0,10.0,7.0,6.0,8.0,14.0,3.0,10.0,3.0,10.0,10.0,6.0,8.0,2.0,3.0,3.0,1.0,7.0,6.0,5.0,3.0,2.0,1.0,8.0,2.0,2.0,7.0,11.0,9.0,8.0,15.0,9.0,8.0,8.0,9.0,8.0,15.0,9.0
1152,29191492.0,Tom Billson,GK,1.19,8.0,9.0,11.0,14.0,12.0,8.0,6.0,12.0,5.0,13.0,7.0,10.0,9.0,14.0,16.0,3.0,7.0,3.0,12.0,9.0,10.0,8.0,5.0,1.0,2.0,1.0,5.0,8.0,1.0,1.0,2.0,2.0,9.0,3.0,2.0,7.0,13.0,12.0,9.0,2.0,10.0,10.0,11.0,13.0,13.0,6.0,11.0
1153,2000222287.0,Jacob Poytress,GK,1.11,8.0,9.0,8.0,11.0,11.0,7.0,7.0,7.0,5.0,9.0,7.0,6.0,8.0,13.0,15.0,3.0,5.0,2.0,7.0,6.0,6.0,6.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,7.0,3.0,1.0,2.0,15.0,7.0,10.0,5.0,12.0,9.0,11.0,8.0,13.0,14.0,6.0
1154,43094480.0,Wladimiro Falcone,GK,1.25,11.0,12.0,12.0,16.0,13.0,11.0,12.0,12.0,12.0,12.0,13.0,11.0,16.0,12.0,15.0,13.0,12.0,6.0,12.0,11.0,13.0,11.0,5.0,1.0,1.0,1.0,9.0,10.0,10.0,1.0,1.0,1.0,11.0,2.0,1.0,9.0,12.0,13.0,11.0,3.0,12.0,12.0,13.0,11.0,14.0,10.0,11.0
1155,43061419.0,Mirko Pigliacelli,GK,1.78,10.0,13.0,12.0,9.0,12.0,11.0,9.0,11.0,10.0,12.0,11.0,11.0,10.0,12.0,13.0,5.0,7.0,8.0,9.0,13.0,14.0,11.0,3.0,1.0,2.0,2.0,8.0,7.0,5.0,2.0,3.0,3.0,14.0,2.0,2.0,10.0,8.0,13.0,15.0,16.0,13.0,13.0,16.0,13.0,15.0,16.0,14.0
1156,70063195.0,Okan Kocuk,GK,1.18,10.0,14.0,11.0,14.0,8.0,11.0,10.0,11.0,8.0,12.0,9.0,12.0,14.0,12.0,12.0,6.0,8.0,4.0,13.0,8.0,11.0,10.0,5.0,2.0,2.0,1.0,12.0,6.0,7.0,3.0,2.0,1.0,13.0,3.0,1.0,12.0,13.0,10.0,10.0,4.0,13.0,16.0,15.0,5.0,15.0,12.0,12.0
1157,29162660.0,Bradley James,GK,1.05,7.0,9.0,6.0,6.0,9.0,9.0,1.0,5.0,11.0,8.0,12.0,6.0,12.0,13.0,9.0,1.0,5.0,1.0,11.0,7.0,7.0,5.0,4.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,7.0,3.0,2.0,4.0,14.0,9.0,10.0,5.0,13.0,13.0,8.0,12.0,12.0,10.0,7.0
1158,18043400.0,Koen Van Langendonck,GK,1.3,10.0,9.0,14.0,14.0,12.0,9.0,13.0,13.0,7.0,12.0,12.0,11.0,12.0,10.0,18.0,2.0,8.0,8.0,11.0,18.0,13.0,18.0,5.0,3.0,2.0,2.0,8.0,8.0,10.0,3.0,1.0,1.0,9.0,3.0,2.0,8.0,9.0,12.0,12.0,5.0,9.0,9.0,12.0,16.0,14.0,10.0,12.0
1159,28055043.0,Jamal Blackman,GK,1.11,12.0,11.0,10.0,16.0,9.0,12.0,6.0,12.0,13.0,12.0,8.0,12.0,8.0,9.0,12.0,2.0,8.0,2.0,12.0,5.0,6.0,6.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,3.0,1.0,1.0,7.0,2.0,2.0,7.0,14.0,10.0,10.0,6.0,12.0,10.0,12.0,2.0,12.0,10.0,14.0
1160,2002083021.0,Emilio,GK,1.12,12.0,16.0,13.0,14.0,14.0,13.0,11.0,13.0,18.0,14.0,12.0,11.0,11.0,13.0,20.0,2.0,6.0,3.0,14.0,14.0,12.0,11.0,3.0,3.0,2.0,1.0,11.0,7.0,1.0,1.0,3.0,2.0,11.0,5.0,1.0,13.0,12.0,13.0,12.0,3.0,12.0,15.0,14.0,11.0,16.0,11.0,12.0
1161,29125466.0,James Talbot,GK,1.0,10.0,13.0,12.0,13.0,13.0,10.0,9.0,11.0,9.0,10.0,10.0,8.0,11.0,10.0,15.0,3.0,13.0,1.0,12.0,12.0,11.0,12.0,3.0,1.0,2.0,1.0,10.0,5.0,9.0,2.0,3.0,2.0,10.0,1.0,3.0,9.0,11.0,8.0,11.0,4.0,12.0,10.0,10.0,7.0,12.0,7.0,12.0
1162,29241323.0,Vincent Angelini,GK,1.13,12.0,9.0,11.0,12.0,13.0,11.0,4.0,9.0,12.0,12.0,11.0,11.0,10.0,14.0,16.0,3.0,12.0,1.0,12.0,8.0,8.0,6.0,2.0,3.0,3.0,2.0,2.0,6.0,1.0,2.0,3.0,1.0,8.0,3.0,1.0,3.0,12.0,14.0,12.0,5.0,14.0,12.0,13.0,11.0,14.0,5.0,9.0
1163,45034094.0,Daniel Schmidt,GK,1.22,9.0,9.0,15.0,17.0,13.0,9.0,11.0,16.0,7.0,12.0,15.0,11.0,15.0,12.0,8.0,3.0,12.0,1.0,8.0,8.0,8.0,8.0,4.0,1.0,3.0,3.0,8.0,7.0,9.0,2.0,2.0,3.0,10.0,4.0,1.0,10.0,16.0,11.0,9.0,12.0,12.0,11.0,12.0,14.0,15.0,9.0,11.0
1164,2002080628.0,Dion Drena Vukovski,GK,1.18,13.0,16.0,10.0,11.0,12.0,13.0,10.0,6.0,16.0,11.0,7.0,7.0,9.0,14.0,12.0,1.0,15.0,3.0,12.0,10.0,7.0,13.0,2.0,2.0,1.0,2.0,3.0,8.0,1.0,3.0,1.0,2.0,10.0,2.0,3.0,7.0,11.0,12.0,10.0,2.0,12.0,12.0,13.0,6.0,13.0,6.0,12.0
1165,28111344.0,Zach Hemming,GK,1.18,11.0,8.0,12.0,8.0,14.0,13.0,9.0,9.0,12.0,15.0,16.0,7.0,16.0,16.0,10.0,2.0,11.0,3.0,6.0,11.0,10.0,11.0,3.0,3.0,2.0,3.0,7.0,8.0,2.0,2.0,3.0,1.0,15.0,2.0,2.0,8.0,14.0,12.0,6.0,3.0,12.0,10.0,14.0,6.0,9.0,12.0,8.0
1166,43092903.0,Alessio Cragno,GK,1.35,11.0,12.0,11.0,12.0,14.0,7.0,10.0,7.0,10.0,12.0,12.0,13.0,14.0,12.0,14.0,2.0,10.0,2.0,15.0,10.0,8.0,10.0,4.0,3.0,5.0,2.0,8.0,2.0,5.0,1.0,3.0,1.0,10.0,2.0,2.0,9.0,13.0,15.0,14.0,13.0,15.0,12.0,15.0,11.0,16.0,12.0,11.0
1167,62142830.0,Vanja Milinković-Savić,GK,1.15,11.0,13.0,11.0,17.0,11.0,10.0,11.0,12.0,11.0,12.0,13.0,10.0,13.0,13.0,16.0,8.0,14.0,7.0,13.0,10.0,10.0,11.0,11.0,3.0,1.0,1.0,10.0,16.0,8.0,14.0,2.0,1.0,11.0,2.0,3.0,8.0,15.0,14.0,14.0,15.0,13.0,16.0,14.0,11.0,12.0,12.0,12.0
1168,2000140940.0,Michael Allen,GK,1.44,9.0,10.0,4.0,13.0,12.0,8.0,2.0,5.0,15.0,5.0,8.0,2.0,7.0,13.0,17.0,2.0,9.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,8.0,1.0,2.0,3.0,15.0,7.0,8.0,6.0,8.0,8.0,8.0,7.0,12.0,7.0,5.0
1169,2000124290.0,Tommy Reid,GK,0.93,10.0,14.0,8.0,7.0,15.0,8.0,10.0,9.0,6.0,9.0,7.0,10.0,12.0,8.0,15.0,3.0,8.0,3.0,10.0,8.0,11.0,7.0,3.0,2.0,3.0,3.0,8.0,8.0,1.0,1.0,1.0,1.0,11.0,2.0,2.0,6.0,7.0,10.0,12.0,11.0,12.0,8.0,14.0,14.0,14.0,5.0,11.0
1170,29128425.0,Harry Burgoyne,GK,1.08,8.0,9.0,14.0,16.0,12.0,6.0,10.0,13.0,15.0,11.0,12.0,12.0,10.0,11.0,13.0,1.0,10.0,1.0,11.0,14.0,5.0,12.0,7.0,1.0,1.0,1.0,12.0,8.0,3.0,2.0,3.0,1.0,10.0,1.0,1.0,6.0,15.0,11.0,10.0,7.0,10.0,12.0,10.0,8.0,12.0,7.0,12.0
1171,2000096851.0,Fraser Barnsley,GK,1.02,12.0,7.0,4.0,13.0,12.0,11.0,1.0,5.0,9.0,6.0,9.0,4.0,7.0,14.0,12.0,1.0,7.0,3.0,7.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,13.0,10.0,7.0,7.0,9.0,7.0,7.0,10.0,7.0,10.0,7.0
1172,2000214049.0,Monty Marriott,GK,1.69,6.0,8.0,7.0,10.0,13.0,6.0,1.0,4.0,5.0,3.0,14.0,6.0,7.0,9.0,15.0,2.0,11.0,1.0,9.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,3.0,2.0,7.0,3.0,3.0,1.0,10.0,8.0,6.0,8.0,12.0,7.0,6.0,15.0,12.0,8.0,7.0
1173,2002094056.0,Martin Vorborg,GK,1.25,11.0,14.0,11.0,13.0,14.0,7.0,9.0,8.0,8.0,12.0,9.0,7.0,9.0,13.0,11.0,3.0,6.0,1.0,12.0,8.0,2.0,10.0,2.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,2.0,1.0,10.0,3.0,1.0,7.0,10.0,12.0,12.0,1.0,14.0,10.0,15.0,13.0,15.0,13.0,11.0
1174,29075816.0,Max Crocombe,GK,1.14,11.0,12.0,8.0,16.0,10.0,10.0,13.0,10.0,5.0,11.0,11.0,10.0,11.0,9.0,12.0,1.0,7.0,2.0,9.0,14.0,9.0,12.0,4.0,2.0,3.0,1.0,8.0,5.0,2.0,3.0,2.0,1.0,6.0,2.0,2.0,8.0,13.0,12.0,10.0,8.0,10.0,12.0,10.0,12.0,11.0,13.0,9.0
1175,69005372.0,Roman Bürki,GK,1.1,10.0,12.0,13.0,13.0,16.0,8.0,9.0,13.0,16.0,13.0,16.0,16.0,10.0,10.0,12.0,2.0,12.0,2.0,10.0,14.0,11.0,13.0,6.0,3.0,1.0,2.0,9.0,8.0,7.0,3.0,2.0,3.0,14.0,5.0,2.0,12.0,15.0,10.0,9.0,16.0,13.0,15.0,18.0,9.0,18.0,17.0,16.0
1176,89023265.0,Joe McDonnell,GK,1.18,7.0,12.0,12.0,13.0,8.0,6.0,8.0,8.0,3.0,9.0,12.0,13.0,10.0,13.0,10.0,2.0,5.0,7.0,11.0,8.0,6.0,8.0,3.0,2.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,3.0,7.0,5.0,4.0,6.0,11.0,11.0,12.0,5.0,12.0,8.0,14.0,8.0,12.0,6.0,13.0
1177,59043571.0,Emil Balayev,GK,1.33,10.0,13.0,10.0,12.0,12.0,11.0,6.0,11.0,14.0,13.0,15.0,9.0,10.0,11.0,18.0,2.0,13.0,2.0,13.0,9.0,8.0,10.0,6.0,3.0,2.0,2.0,6.0,7.0,1.0,2.0,3.0,1.0,12.0,2.0,2.0,8.0,9.0,13.0,13.0,12.0,13.0,12.0,10.0,5.0,13.0,7.0,10.0
1178,63025756.0,Adam Jakubech,GK,1.32,13.0,10.0,11.0,16.0,11.0,14.0,6.0,8.0,6.0,13.0,15.0,11.0,13.0,12.0,5.0,3.0,9.0,2.0,12.0,11.0,11.0,10.0,2.0,3.0,2.0,1.0,7.0,7.0,1.0,2.0,3.0,2.0,13.0,4.0,1.0,8.0,13.0,9.0,11.0,5.0,11.0,14.0,13.0,10.0,15.0,8.0,12.0
1179,28018193.0,Péter Gulácsi,GK,1.33,12.0,13.0,13.0,14.0,13.0,10.0,12.0,15.0,8.0,16.0,13.0,13.0,17.0,11.0,12.0,2.0,12.0,1.0,10.0,14.0,8.0,10.0,4.0,1.0,3.0,2.0,11.0,6.0,2.0,1.0,3.0,1.0,12.0,3.0,3.0,9.0,14.0,13.0,12.0,8.0,16.0,14.0,16.0,11.0,16.0,15.0,13.0
1180,96052559.0,Bartłomiej Drągowski,GK,1.18,12.0,13.0,14.0,16.0,13.0,11.0,13.0,13.0,12.0,13.0,14.0,11.0,11.0,13.0,15.0,2.0,12.0,3.0,14.0,8.0,9.0,10.0,7.0,2.0,2.0,1.0,8.0,9.0,9.0,3.0,1.0,1.0,11.0,2.0,3.0,9.0,14.0,14.0,12.0,12.0,14.0,10.0,13.0,13.0,16.0,8.0,13.0
1181,29086216.0,Dan Lincoln,GK,0.98,12.0,12.0,11.0,9.0,14.0,7.0,11.0,8.0,9.0,13.0,8.0,9.0,10.0,9.0,11.0,2.0,7.0,1.0,10.0,7.0,9.0,5.0,3.0,3.0,2.0,2.0,6.0,5.0,6.0,1.0,3.0,1.0,8.0,3.0,2.0,8.0,10.0,8.0,8.0,4.0,11.0,8.0,9.0,6.0,11.0,9.0,13.0
1182,28100467.0,Lewis Thomas,GK,1.1,7.0,9.0,11.0,15.0,10.0,6.0,10.0,7.0,5.0,11.0,13.0,11.0,12.0,11.0,8.0,2.0,10.0,1.0,13.0,11.0,7.0,10.0,4.0,3.0,1.0,2.0,9.0,6.0,3.0,1.0,1.0,1.0,7.0,4.0,2.0,8.0,15.0,11.0,10.0,5.0,12.0,7.0,12.0,9.0,14.0,7.0,13.0
1183,2000010612.0,Dylan Graham,GK,1.32,8.0,7.0,4.0,10.0,8.0,8.0,5.0,7.0,12.0,6.0,10.0,5.0,12.0,12.0,16.0,3.0,9.0,3.0,11.0,6.0,5.0,5.0,4.0,2.0,3.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,8.0,1.0,3.0,1.0,8.0,11.0,3.0,5.0,13.0,7.0,10.0,12.0,13.0,8.0,9.0
1184,28118146.0,Calum Ward,GK,1.08,10.0,12.0,8.0,15.0,14.0,11.0,11.0,12.0,13.0,10.0,16.0,12.0,10.0,17.0,15.0,2.0,8.0,2.0,10.0,10.0,11.0,10.0,1.0,1.0,3.0,3.0,9.0,7.0,2.0,2.0,3.0,1.0,10.0,3.0,3.0,10.0,12.0,12.0,11.0,5.0,12.0,9.0,12.0,8.0,12.0,5.0,10.0
1185,43030617.0,Luigi Sepe,GK,1.2,7.0,9.0,11.0,13.0,12.0,8.0,9.0,8.0,13.0,13.0,12.0,13.0,14.0,12.0,13.0,4.0,10.0,2.0,14.0,12.0,11.0,12.0,4.0,3.0,1.0,3.0,10.0,8.0,8.0,1.0,3.0,2.0,12.0,1.0,1.0,10.0,12.0,11.0,12.0,10.0,14.0,14.0,15.0,14.0,15.0,6.0,14.0
1186,81014112.0,Kemar Foster,GK,1.26,8.0,10.0,11.0,11.0,12.0,8.0,8.0,11.0,6.0,13.0,10.0,11.0,11.0,11.0,8.0,1.0,8.0,3.0,9.0,11.0,10.0,10.0,4.0,2.0,3.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,12.0,3.0,2.0,6.0,11.0,11.0,10.0,5.0,10.0,10.0,10.0,7.0,10.0,12.0,9.0
1187,29139608.0,Chris Renshaw,GK,1.23,9.0,10.0,8.0,10.0,3.0,9.0,9.0,14.0,8.0,8.0,9.0,7.0,11.0,9.0,9.0,2.0,10.0,10.0,10.0,6.0,7.0,6.0,4.0,1.0,1.0,1.0,6.0,6.0,6.0,3.0,1.0,3.0,8.0,1.0,1.0,8.0,13.0,9.0,12.0,10.0,10.0,8.0,10.0,9.0,12.0,8.0,10.0
1188,29176408.0,Liam Armstrong,GK,1.34,9.0,10.0,7.0,11.0,13.0,3.0,1.0,6.0,13.0,10.0,11.0,8.0,9.0,14.0,12.0,3.0,12.0,1.0,5.0,7.0,7.0,6.0,3.0,2.0,2.0,2.0,1.0,8.0,1.0,3.0,2.0,3.0,8.0,2.0,2.0,4.0,14.0,9.0,8.0,5.0,10.0,8.0,9.0,5.0,10.0,11.0,6.0
